id,name,price,description,speed,engine_type,build,weight,material,engine_l,hp,history,image_url
279,1970 Lamborghini Jarama,"$900,000 AUD","The 1970 Lamborghini Jarama is a grand tourer with a blend of performance and luxury. It features a 4.0L V12 engine and is known for its unique design and powerful performance, making it a distinctive choice among Lamborghini enthusiasts.",6.9 seconds,V12,Coupe,1.5 tonnes,Steel,4.0L,350 hp,"The Lamborghini Jarama was introduced in 1970 as a successor to the Islero, designed to meet US safety and emissions regulations. Named after the Jarama racing circuit in Spain, the Jarama combined the power of a 4.0L V12 engine with a more compact and aggressive design compared to its predecessors. The car's design, by Marcello Gandini, featured a low, wide stance and a distinctive front end. Despite its heavy weight, the Jarama offered impressive handling and performance, making it a capable grand tourer. Over its production run, the Jarama was produced in two versions: the GT and the GTS, with the latter offering more power and improved performance. A total of 328 Jaramas were built, making it one of the rarer models in Lamborghini's history.",1970_lamborghini_jarama.jpg
280,1971 Lamborghini Miura,"$3,500,000 AUD","The 1971 Lamborghini Miura is a groundbreaking supercar, renowned for its mid-engine layout and stunning design. Powered by a 4.0L V12 engine, the Miura set the standard for high-performance sports cars and is considered one of the most beautiful cars ever made.",5.5 seconds,V12,Coupe,1.1 tonnes,Steel,4.0L,370 hp,"The Lamborghini Miura, introduced in 1966 and continued through 1973, revolutionized the automotive world as the first true supercar. With its mid-engine layout, the Miura set a new standard for performance and handling, influencing countless sports cars that followed. Designed by Marcello Gandini at Bertone, the Miura's sleek, low-slung design was as groundbreaking as its engineering. Underneath its stunning body, the Miura housed a transversely-mounted 4.0L V12 engine, producing 370 hp, which allowed it to achieve remarkable speeds for its time. The Miura was an instant success and became a symbol of wealth and power, adored by celebrities and car enthusiasts alike. The car's success cemented Lamborghini's reputation as a manufacturer of world-class supercars, and it remains one of the most iconic vehicles in automotive history.",1971_lamborghini_miura.jpg
281,1971 Lamborghini Countach,"$2,500,000 AUD","The 1971 Lamborghini Countach is an iconic supercar, known for its futuristic design and scissor doors. With a 4.0L V12 engine, the Countach delivered thrilling performance and set the standard for exotic sports cars for decades to come.",5.6 seconds,V12,Coupe,1.5 tonnes,Steel,4.0L,375 hp,"The Lamborghini Countach, unveiled in 1971, became the defining supercar of the 1970s and 1980s, setting the template for high-performance, exotic cars. Designed by Marcello Gandini at Bertone, the Countach's sharp, angular lines and distinctive scissor doors made it a poster car for a generation. The Countach was powered by a series of V12 engines throughout its production, with the original 4.0L engine producing 375 hp. The car's mid-engine layout and rear-wheel drive provided exceptional handling and speed, making it one of the most advanced cars of its time. The Countach's radical design and performance ensured its place as a cultural icon, and it remains one of Lamborghini's most celebrated models.",1971_lamborghini_countach.jpg
282,1976 Lamborghini Silhouette,"$450,000 AUD","The 1976 Lamborghini Silhouette is a rare and distinctive mid-engine sports car. Featuring a 3.0L V8 engine, the Silhouette offers a unique blend of performance and style, with only 54 units produced, making it a highly sought-after classic.",6.5 seconds,V8,Targa,1.2 tonnes,Steel,3.0L,265 hp,"The Lamborghini Silhouette, introduced in 1976, was a unique model in Lamborghini's lineup, being the first production Lamborghini with a Targa top. Based on the Urraco, the Silhouette featured a 3.0L V8 engine that produced 265 hp. The car's design, by Marcello Gandini, was a further evolution of the wedge shape that characterized many of Lamborghini's models of the era. Despite its striking design and impressive performance, the Silhouette was not a commercial success, with only 54 units produced before it was discontinued in 1979. The Silhouette's rarity and distinctive design have made it a highly desirable collector's item today.",1976_lamborghini_silhouette.jpg
283,1981 Lamborghini Jalpa,"$300,000 AUD","The 1981 Lamborghini Jalpa is a mid-engine sports car designed to be more accessible than the Countach. Powered by a 3.5L V8 engine, the Jalpa offers a balance of performance and everyday usability, making it a unique addition to Lamborghini's lineup.",6.0 seconds,V8,Targa,1.3 tonnes,Steel,3.5L,255 hp,"The Lamborghini Jalpa, introduced in 1981, was designed as a more affordable and practical alternative to the larger and more powerful Countach. The Jalpa was powered by a 3.5L V8 engine, producing 255 hp, and was positioned as a direct competitor to Ferrari's 308 series. The Jalpa's design, also by Marcello Gandini, retained the wedge shape and aggressive lines that had become a Lamborghini trademark, but with a more subdued and practical approach. The car featured a Targa top, allowing for open-air driving, and its mid-engine layout provided balanced handling. Despite its lower price and more practical design, the Jalpa struggled to achieve the same level of success as the Countach, with only 410 units produced before production ended in 1988. Today, the Jalpa is recognized as a unique and important part of Lamborghini's history.",1981_lamborghini_jalpa.jpg
284,1986 Lamborghini LM002,"$450,000 AUD","The 1986 Lamborghini LM002 is a unique off-road vehicle, blending rugged performance with Lamborghini's signature V12 engine. Known as the 'Rambo Lambo,' it combines luxury with off-road capability, making it one of the most distinctive vehicles Lamborghini has ever produced.",7.8 seconds,V12,SUV,2.7 tonnes,Steel,5.2L,450 hp,"The Lamborghini LM002, introduced in 1986, was a radical departure from Lamborghini's traditional sports car offerings. Originally developed as a military vehicle prototype, the LM002 was adapted for civilian use, becoming one of the first luxury SUVs. Its powerful 5.2L V12 engine, derived from the Lamborghini Countach, gave it unprecedented performance for an off-road vehicle. The LM002's robust construction, combined with its luxurious interior, made it a favorite among wealthy adventurers and collectors. Despite its unusual concept, the LM002 enjoyed moderate success, with 328 units produced between 1986 and 1993. Its legacy lives on as a precursor to modern high-performance SUVs, and it remains a unique and highly collectible vehicle in Lamborghini's history.",1986_lamborghini_lm002.jpg
285,1990 Lamborghini Diablo,"$750,000 AUD","The 1990 Lamborghini Diablo is an iconic supercar known for its blistering speed and aggressive styling. With a 5.7L V12 engine, the Diablo was the fastest production car of its time, cementing Lamborghini's reputation for high-performance vehicles.",4.5 seconds,V12,Coupe,1.6 tonnes,Carbon fiber and aluminum,5.7L,485 hp,"The Lamborghini Diablo, introduced in 1990, marked a new era for Lamborghini, becoming the brand's flagship model for over a decade. The Diablo was designed by Marcello Gandini, but its final design was refined under Chrysler's ownership, resulting in a sleeker and more modern appearance. Powered by a 5.7L V12 engine producing 485 hp, the Diablo was capable of reaching a top speed of over 320 km/h, making it the fastest production car in the world at the time. The Diablo's performance, combined with its aggressive styling and scissor doors, made it an instant icon. Over its production run, the Diablo underwent several updates, including the addition of all-wheel drive in the VT variant and more powerful engines in later models. The Diablo's success helped stabilize Lamborghini during a turbulent financial period, and it remains one of the most beloved models in the brand's history.",1990_lamborghini_diablo.jpg
286,2001 Lamborghini Murciélago,"$1,000,000 AUD","The 2001 Lamborghini Murciélago is a flagship supercar, known for its dramatic design and powerful 6.2L V12 engine. It offers a perfect blend of performance, luxury, and cutting-edge technology, solidifying Lamborghini's place in the 21st century.",3.8 seconds,V12,Coupe,1.7 tonnes,Carbon fiber and steel,6.2L,572 hp,"The Lamborghini Murciélago, introduced in 2001, was the first new model to be launched under 's ownership of Lamborghini. Named after a famous Spanish fighting bull, the Murciélago was designed to carry on Lamborghini's tradition of producing wild and powerful supercars. The car was powered by a 6.2L V12 engine, producing 572 hp, which allowed it to reach a top speed of over 330 km/h. The Murciélago's design, created by Luc Donckerwolke, was a modern interpretation of Lamborghini's classic wedge shape, featuring scissor doors and a low, aggressive stance. The car's advanced all-wheel-drive system and aerodynamics made it a formidable performer on both road and track. The Murciélago remained in production until 2010, with several special editions and upgrades released during its lifecycle. It is widely regarded as one of the greatest supercars of its time.",2001_lamborghini_murcielago.jpg
287,2003 Lamborghini Gallardo,"$300,000 AUD","The 2003 Lamborghini Gallardo is a mid-engine sports car, designed to offer a more accessible entry into Lamborghini ownership. With a 5.0L V10 engine, the Gallardo delivers exhilarating performance, combining luxury with cutting-edge technology.",4.2 seconds,V10,Coupe,1.5 tonnes,Aluminum,5.0L,493 hp,"The Lamborghini Gallardo, introduced in 2003, was a crucial model for Lamborghini, as it was the first car developed under 's full ownership of the brand. The Gallardo was designed to be a more accessible Lamborghini, both in terms of price and usability, compared to the larger and more expensive Murciélago. The car was powered by a 5.0L V10 engine, producing 493 hp, and featured an advanced all-wheel-drive system, making it both fast and manageable for everyday driving. The Gallardo's design, with its sharp lines and compact dimensions, was an instant hit, and it quickly became Lamborghini's best-selling model, with over 14,000 units produced during its ten-year production run. The Gallardo's success helped secure Lamborghini's financial stability and allowed the brand to continue developing new models in the years to come.",2003_lamborghini_gallardo.jpg
288,2004 Lamborghini Murciélago Roadster,"$1,100,000 AUD","The 2004 Lamborghini Murciélago Roadster is an open-top supercar that combines the thrill of a V12 engine with the exhilaration of top-down driving. With its dramatic design and powerful performance, the Murciélago Roadster offers an unforgettable driving experience.",3.9 seconds,V12,Roadster,1.7 tonnes,Carbon fiber and steel,6.2L,572 hp,"The Lamborghini Murciélago Roadster, introduced in 2004, was the open-top version of Lamborghini's flagship supercar. Building on the success of the Murciélago coupe, the Roadster featured the same 6.2L V12 engine, producing 572 hp, and could achieve a top speed of over 320 km/h. The car's design, also by Luc Donckerwolke, incorporated a removable soft top, which could be stored in the car's limited luggage space. The Roadster's open-top design added an extra layer of excitement to the driving experience, allowing drivers to fully enjoy the roar of the V12 engine. The Murciélago Roadster was produced until 2010, with several special editions and updates released during its production run. It remains a sought-after model among collectors and enthusiasts.",2004_lamborghini_murcielago_roadster.jpg
289,2006 Lamborghini Murciélago LP 640 Coupé,"$1,200,000 AUD","The 2006 Lamborghini Murciélago LP 640 Coupé is an enhanced version of the Murciélago, offering more power and refined performance. Its 6.5L V12 engine and aggressive styling make it a true supercar, representing the pinnacle of Lamborghini's engineering.",3.4 seconds,V12,Coupe,1.7 tonnes,Carbon fiber and steel,6.5L,631 hp,"The Lamborghini Murciélago LP 640 Coupé, introduced in 2006, was a significant upgrade over the original Murciélago, with a larger 6.5L V12 engine producing 631 hp. The 'LP 640' designation referred to the engine's placement (Longitudinale Posteriore) and its increased power output. The car's design was subtly revised, with new front and rear fascias, larger air intakes, and a redesigned exhaust system. The LP 640 also featured improved aerodynamics and handling, making it even more capable on both road and track. The Murciélago LP 640 was well-received by critics and enthusiasts alike, cementing its place as one of Lamborghini's most iconic models. It continued to be produced until 2010, with various special editions and limited-run models being introduced during its production run.",2006_lamborghini_murcielago_lp640_coupe.jpg
290,2006 Lamborghini Murciélago LP 640 Roadster,"$1,250,000 AUD","The 2006 Lamborghini Murciélago LP 640 Roadster is an open-top supercar that offers the thrill of a V12 engine combined with the joy of open-air driving. With enhanced performance and striking design, it's a masterpiece of Lamborghini engineering.",3.5 seconds,V12,Roadster,1.7 tonnes,Carbon fiber and steel,6.5L,631 hp,"The Lamborghini Murciélago LP 640 Roadster, introduced in 2006, was the convertible version of the LP 640 Coupé, offering the same powerful 6.5L V12 engine with 631 hp. The Roadster's design was similar to the Coupé but featured a removable soft top, which added an extra layer of excitement to the driving experience. The car's performance was on par with the Coupé, with a top speed of over 330 km/h and a 0-100 km/h time of just 3.5 seconds. The LP 640 Roadster's combination of power, style, and open-air driving made it a favorite among Lamborghini enthusiasts. It remained in production until 2010, with several special editions released during its run.",2006_lamborghini_murcielago_lp640_roadster.jpg
291,2007 Lamborghini Reventón,"$2,500,000 AUD","The 2007 Lamborghini Reventón is a limited-edition supercar, inspired by fighter jets. With a 6.5L V12 engine and a top speed of 340 km/h, it combines cutting-edge design with extreme performance, making it one of Lamborghini's most exclusive models.",3.4 seconds,V12,Coupe,1.7 tonnes,Carbon fiber,6.5L,650 hp,"The Lamborghini Reventón, introduced in 2007, was a limited-edition model based on the Murciélago LP 640 but with a completely redesigned exterior inspired by the F-22 Raptor fighter jet. The Reventón featured an angular, stealth-like design, with carbon fiber body panels and an aggressive stance. Powered by the same 6.5L V12 engine as the LP 640, the Reventón produced 650 hp and could reach a top speed of 340 km/h. Only 20 units of the Reventón were produced, making it one of the rarest and most sought-after Lamborghinis ever made. The car's extreme design and performance made it an instant collector's item, and it remains a symbol of Lamborghini's commitment to pushing the boundaries of automotive design and engineering.",2007_lamborghini_reventon.jpg
292,2008 Lamborghini Gallardo LP 560-4,"$320,000 AUD","The 2008 Lamborghini Gallardo LP 560-4 is an evolution of the Gallardo, featuring a more powerful 5.2L V10 engine and improved performance. Its combination of agility, speed, and design excellence makes it a standout in Lamborghini's lineup.",3.7 seconds,V10,Coupe,1.4 tonnes,Aluminum,5.2L,552 hp,"The Lamborghini Gallardo LP 560-4, introduced in 2008, was a significant upgrade over the original Gallardo. The 'LP 560-4' name reflected the car's new 5.2L V10 engine, which produced 552 hp, and its all-wheel-drive system. The car's design was also updated, with sharper lines and improved aerodynamics. The LP 560-4 offered enhanced performance, with a 0-100 km/h time of just 3.7 seconds and a top speed of 325 km/h. The Gallardo LP 560-4 was praised for its handling, balance, and overall driving experience, making it one of the most popular models in Lamborghini's history. The car's success led to the creation of several special editions and variants, further cementing its place as a modern classic.",2008_lamborghini_gallardo_lp560-4.jpg
293,2008 Lamborghini Gallardo LP 560-4 Spyder,"$340,000 AUD","The 2008 Lamborghini Gallardo LP 560-4 Spyder is the convertible version of the LP 560-4, offering the same thrilling performance with the added joy of open-air driving. Its 5.2L V10 engine and sleek design make it a perfect blend of power and elegance.",3.9 seconds,V10,Convertible,1.5 tonnes,Aluminum,5.2L,552 hp,"The Lamborghini Gallardo LP 560-4 Spyder, introduced in 2008, was the open-top variant of the LP 560-4 Coupé. Sharing the same 5.2L V10 engine with 552 hp, the Spyder offered similar performance, with a 0-100 km/h time of 3.9 seconds and a top speed of 324 km/h. The Spyder's design retained the sharp, aggressive lines of the Coupé, while the retractable roof added an extra dimension to the driving experience. The Gallardo LP 560-4 Spyder was praised for its balance of performance, luxury, and usability, making it a favorite among enthusiasts. It remained in production until 2013, with several special editions and updates released during its run.",2008_lamborghini_gallardo_lp560-4_spyder.jpg
294,2009 Lamborghini Murciélago LP 650-4 Roadster,"$1,300,000 AUD","The 2009 Lamborghini Murciélago LP 650-4 Roadster is a limited-edition model, offering enhanced performance and exclusivity. With a 6.5L V12 engine and all-wheel drive, it combines raw power with the thrill of open-top driving.",3.4 seconds,V12,Roadster,1.7 tonnes,Carbon fiber and steel,6.5L,650 hp,"The Lamborghini Murciélago LP 650-4 Roadster, introduced in 2009, was a special edition of the Murciélago Roadster, limited to just 50 units. The car's name, '650-4', referred to its 650 hp V12 engine and all-wheel-drive system. The LP 650-4 Roadster featured unique styling elements, including a Grigio Telesto (gray) exterior with Arancio (orange) accents, making it stand out from the standard Murciélago models. The car's performance was exceptional, with a top speed of over 330 km/h and a 0-100 km/h time of just 3.4 seconds. The LP 650-4 Roadster was praised for its combination of power, exclusivity, and open-air driving experience, making it a highly sought-after model among collectors.",2009_lamborghini_murcielago_lp650-4_roadster.jpg
295,2009 Lamborghini Gallardo LP 550-2,"$290,000 AUD","The 2009 Lamborghini Gallardo LP 550-2 is a rear-wheel-drive variant of the Gallardo, offering a more purist driving experience. With a 5.2L V10 engine and 550 hp, it combines agility with thrilling performance.",3.9 seconds,V10,Coupe,1.4 tonnes,Aluminum,5.2L,550 hp,"The Lamborghini Gallardo LP 550-2, introduced in 2009, was a special version of the Gallardo designed to offer a more engaging driving experience by switching from all-wheel drive to rear-wheel drive. The car was powered by a 5.2L V10 engine producing 550 hp, and it featured a lighter overall weight compared to its all-wheel-drive counterparts. The LP 550-2 was praised for its precise handling and balance, making it a favorite among driving enthusiasts who appreciated the purity of rear-wheel-drive dynamics. The car's design remained true to the Gallardo's sharp and aggressive styling, and it quickly became a popular choice for those seeking a more traditional supercar experience.",2009_lamborghini_gallardo_lp550-2.jpg
296,2009 Lamborghini Murciélago LP 670-4 Superveloce,"$1,500,000 AUD","The 2009 Lamborghini Murciélago LP 670-4 Superveloce is a high-performance variant of the Murciélago, offering extreme power and lightweight construction. With a 6.5L V12 engine and 670 hp, it delivers exhilarating speed and precision handling.",3.2 seconds,V12,Coupe,1.5 tonnes,Carbon fiber,6.5L,670 hp,"The Lamborghini Murciélago LP 670-4 Superveloce, introduced in 2009, was the final and most extreme version of the Murciélago. The 'Superveloce' (SV) designation indicated the car's focus on lightweight construction and increased performance. The LP 670-4 SV featured a more powerful 6.5L V12 engine, producing 670 hp, and a lighter chassis, thanks to extensive use of carbon fiber. The car's design was more aggressive, with a large rear wing and revised aerodynamics. The LP 670-4 SV was capable of accelerating from 0 to 100 km/h in just 3.2 seconds and reaching a top speed of 342 km/h. Limited to just 350 units, the Murciélago SV was a fitting farewell to one of Lamborghini's most iconic models, and it remains highly desirable among collectors and enthusiasts.",2009_lamborghini_murcielago_lp670-4_superveloce.jpg
297,2010 Lamborghini Gallardo LP 570-4 Spyder Performante,"$350,000 AUD","The 2010 Lamborghini Gallardo LP 570-4 Spyder Performante is a lightweight, high-performance convertible. With a 5.2L V10 engine and 570 hp, it combines the thrill of open-air driving with cutting-edge technology and agility.",3.9 seconds,V10,Convertible,1.5 tonnes,Carbon fiber and aluminum,5.2L,570 hp,"The Lamborghini Gallardo LP 570-4 Spyder Performante, introduced in 2010, was a high-performance version of the Gallardo Spyder, designed to offer a more extreme driving experience. The 'Performante' name reflected the car's focus on weight reduction and enhanced performance, achieved through the use of lightweight materials like carbon fiber and aluminum. The car was powered by a 5.2L V10 engine, producing 570 hp, and featured an advanced all-wheel-drive system. The Spyder Performante could accelerate from 0 to 100 km/h in just 3.9 seconds and reach a top speed of 324 km/h. The car's design was both aggressive and elegant, with sharp lines and a minimalist interior focused on driving purity. The Gallardo Spyder Performante was praised for its balance of performance, luxury, and open-air driving experience, making it a standout in Lamborghini's lineup.",2010_lamborghini_gallardo_lp570-4_spyder_performante.jpg
298,2010 Lamborghini Sesto Elemento,"$3,000,000 AUD","The 2010 Lamborghini Sesto Elemento is an ultra-lightweight, limited-edition supercar. With a 5.2L V10 engine and advanced carbon fiber construction, it represents the pinnacle of Lamborghini's engineering and design prowess.",2.5 seconds,V10,Coupe,0.999 tonnes,Carbon fiber,5.2L,570 hp,"The Lamborghini Sesto Elemento, introduced in 2010, was a revolutionary concept that pushed the boundaries of lightweight engineering and performance. The car's name, 'Sesto Elemento,' refers to carbon (the sixth element in the periodic table), reflecting its extensive use of carbon fiber in the chassis, body, and even suspension components. Weighing just 999 kg, the Sesto Elemento was powered by a 5.2L V10 engine producing 570 hp, giving it a power-to-weight ratio that was unmatched by any other Lamborghini at the time. The car could accelerate from 0 to 100 km/h in just 2.5 seconds, making it one of the fastest cars ever produced by Lamborghini. Only 20 units were made, all of which were sold as track-only vehicles due to their extreme nature. The Sesto Elemento remains a symbol of Lamborghini's commitment to innovation and performance, and it is considered one of the most desirable and rarest Lamborghinis ever made.",2010_lamborghini_sesto_elemento.jpg
299,2011 Lamborghini Aventador Coupé,"$800,000 AUD","The 2011 Lamborghini Aventador Coupé is a flagship supercar, showcasing Lamborghini's latest design and engineering. Powered by a 6.5L V12 engine, it offers breathtaking performance and futuristic styling.",2.9 seconds,V12,Coupe,1.575 tonnes,Carbon fiber,6.5L,690 hp,"The Lamborghini Aventador Coupé, introduced in 2011, marked a new era for Lamborghini as the successor to the Murciélago. Named after a famous Spanish fighting bull, the Aventador featured a brand-new 6.5L V12 engine that produced 690 hp, enabling it to accelerate from 0 to 100 km/h in just 2.9 seconds. The Aventador's design was inspired by the sharp, angular lines of fighter jets, with a carbon fiber monocoque that provided exceptional strength and lightness. The car's advanced aerodynamics and cutting-edge technology, including an independent shifting rod (ISR) transmission, made it one of the most advanced supercars of its time. The Aventador was widely praised for its performance, design, and innovation, and it quickly became one of Lamborghini's best-selling models, with various special editions and variants introduced throughout its production.",2011_lamborghini_aventador_coupe.jpg
300,2011 Lamborghini Gallardo LP 550-2 Spyder,"$300,000 AUD","The 2011 Lamborghini Gallardo LP 550-2 Spyder is a rear-wheel-drive convertible, offering a purist driving experience with the thrill of open-air motoring. Its 5.2L V10 engine and sleek design make it a standout in the Gallardo lineup.",4.2 seconds,V10,Convertible,1.52 tonnes,Aluminum,5.2L,542 hp,"The Lamborghini Gallardo LP 550-2 Spyder, introduced in 2011, was a unique addition to the Gallardo lineup, offering rear-wheel drive in a convertible format. The car was powered by a 5.2L V10 engine producing 542 hp, providing a more engaging and dynamic driving experience compared to its all-wheel-drive counterparts. The LP 550-2 Spyder featured the same aggressive and sleek design as the rest of the Gallardo range, but with the added excitement of open-top driving. The car's rear-wheel-drive setup allowed for more precise handling and a more connected feel to the road, making it a favorite among driving enthusiasts. The Gallardo LP 550-2 Spyder was praised for its balance of performance, style, and driving pleasure, and it remains a sought-after model in the Lamborghini lineup.",2011_lamborghini_gallardo_lp550-2_spyder.jpg
301,2011 Lamborghini Gallardo LP 550-2 Tricolore,"$320,000 AUD","The 2011 Lamborghini Gallardo LP 550-2 Tricolore is a special edition celebrating Italy's 150th anniversary of unification. With rear-wheel drive and unique styling, it offers a blend of performance and patriotism.",4.2 seconds,V10,Coupe,1.4 tonnes,Aluminum,5.2L,542 hp,"The Lamborghini Gallardo LP 550-2 Tricolore, introduced in 2011, was a special edition of the Gallardo created to commemorate the 150th anniversary of the unification of Italy. The 'Tricolore' name referred to the Italian flag, which was prominently featured in the car's unique stripe running along the body. Like the LP 550-2 Spyder, the Tricolore was a rear-wheel-drive model, offering a more purist driving experience. The car was powered by a 5.2L V10 engine producing 542 hp, and it featured several exclusive design elements, including special badging and interior details. The Gallardo LP 550-2 Tricolore was produced in limited numbers, making it a rare and desirable collector's item. The car was praised for its performance, design, and the way it celebrated Italian heritage, making it a standout in the Gallardo lineup.",2011_lamborghini_gallardo_lp550-2_tricolore.jpg
302,2013 Lamborghini Veneno Roadster,"$5,500,000 AUD","The 2013 Lamborghini Veneno Roadster is an ultra-exclusive supercar, combining extreme performance with radical design. With a 6.5L V12 engine and only 9 units produced, it represents the pinnacle of Lamborghini's craftsmanship.",2.9 seconds,V12,Roadster,1.49 tonnes,Carbon fiber,6.5L,740 hp,"The Lamborghini Veneno Roadster, introduced in 2013, was one of the most exclusive and extreme supercars ever produced by Lamborghini. Built to celebrate Lamborghini's 50th anniversary, the Veneno Roadster was limited to just 9 units, each with a price tag of around 5.5 million. The car was powered by a 6.5L V12 engine producing 740 hp, enabling it to accelerate from 0 to 100 km/h in just 2.9 seconds. The Veneno Roadster's design was inspired by racing prototypes, with an aggressive and angular body made entirely of carbon fiber. The car's open-top design added to its extreme nature, providing an unparalleled driving experience. The Veneno Roadster was praised for its radical design, extreme performance, and exclusivity, making it one of the most desirable and collectible Lamborghinis ever made.",2013_lamborghini_veneno_roadster.jpg
303,2013 Lamborghini Veneno,"$5,000,000 AUD","The 2013 Lamborghini Veneno is a hypercar built to celebrate Lamborghini's 50th anniversary. With a 6.5L V12 engine and limited production, it embodies the brand's dedication to extreme performance and innovation.",2.8 seconds,V12,Coupe,1.49 tonnes,Carbon fiber,6.5L,740 hp,"The Lamborghini Veneno, introduced in 2013, was a hypercar created to commemorate Lamborghini's 50th anniversary. The Veneno was based on the Aventador but featured a completely redesigned body, made entirely of carbon fiber, with aerodynamics inspired by racing prototypes. Powered by a 6.5L V12 engine producing 740 hp, the Veneno could accelerate from 0 to 100 km/h in just 2.8 seconds and reach a top speed of 355 km/h. Only 3 units of the Veneno Coupé were produced, each in a different color representing the Italian flag. The Veneno was praised for its extreme performance, radical design, and exclusivity, making it one of the most sought-after and expensive Lamborghinis ever made. It remains a symbol of Lamborghini's dedication to pushing the boundaries of automotive design and engineering.",2013_lamborghini_veneno.jpg
304,2013 Lamborghini Aventador Roadster,"$900,000 AUD","The 2013 Lamborghini Aventador Roadster offers the thrill of open-top driving with the raw power of a V12 engine. With its stunning design and advanced technology, it is one of the most desirable supercars on the market.",3.0 seconds,V12,Roadster,1.625 tonnes,Carbon fiber,6.5L,690 hp,"The Lamborghini Aventador Roadster, introduced in 2013, was the open-top variant of the Aventador Coupé. Featuring the same 6.5L V12 engine as the coupé, the Roadster delivered 690 hp and could accelerate from 0 to 100 km/h in just 3.0 seconds. The Roadster's design incorporated a removable two-piece carbon fiber roof, which could be stored in the front luggage compartment. The Aventador Roadster maintained the sharp, aggressive lines of the coupé, while offering the added thrill of open-air driving. The car was praised for its performance, design, and the way it combined the power and dynamics of a supercar with the excitement of a convertible. The Aventador Roadster became one of Lamborghini's most popular models, appealing to both collectors and driving enthusiasts.",2013_lamborghini_aventador_roadster.jpg
305,2014 Lamborghini Huracán Coupé,"$500,000 AUD","The 2014 Lamborghini Huracán Coupé is a successor to the Gallardo, offering a perfect balance of performance and everyday usability. With a 5.2L V10 engine and cutting-edge technology, it represents Lamborghini's next generation of supercars.",3.2 seconds,V10,Coupe,1.422 tonnes,Aluminum and carbon fiber,5.2L,602 hp,"The Lamborghini Huracán Coupé, introduced in 2014, was designed as the successor to the highly successful Gallardo. The Huracán featured a new 5.2L V10 engine producing 602 hp, coupled with a 7-speed dual-clutch transmission that allowed for lightning-fast gear changes. The car's design was a continuation of Lamborghini's signature sharp, angular aesthetic, with a focus on aerodynamics and lightweight construction. The Huracán's chassis combined aluminum and carbon fiber, resulting in a lightweight yet rigid structure. The car's performance was exceptional, with a 0-100 km/h time of just 3.2 seconds and a top speed of over 325 km/h. The Huracán was praised for its combination of supercar performance and everyday drivability, making it one of Lamborghini's best-selling models and a worthy successor to the Gallardo.",2014_lamborghini_huracan_coupe.jpg
306,2014 Lamborghini Aventador Pirelli,"$950,000 AUD","The 2014 Lamborghini Aventador Pirelli is a special edition celebrating the long-standing partnership between Lamborghini and Pirelli. With unique design elements and the power of a V12 engine, it is both a collector's item and a performance icon.",2.9 seconds,V12,Coupe,1.575 tonnes,Carbon fiber,6.5L,690 hp,"The Lamborghini Aventador Pirelli, introduced in 2014, was a special edition model created to celebrate the 50-year partnership between Lamborghini and Pirelli, the iconic tire manufacturer. The Aventador Pirelli featured the same 6.5L V12 engine as the standard Aventador, delivering 690 hp and a 0-100 km/h time of just 2.9 seconds. What set the Pirelli edition apart were its unique design elements, including a two-tone color scheme, special badging, and Pirelli's signature red accents on the tires and interior. The car also came with custom Pirelli tires designed to enhance its performance and handling. The Aventador Pirelli was limited in production, making it a highly sought-after model among collectors and Lamborghini enthusiasts. It was praised for its blend of performance, exclusivity, and the way it honored the historic partnership between two of the most respected names in the automotive industry.",2014_lamborghini_aventador_pirelli.jpg
307,2015 Lamborghini Huracán Spyder,"$530,000 AUD","The 2015 Lamborghini Huracán Spyder offers the exhilaration of open-top driving with the performance of a supercar. Powered by a 5.2L V10 engine, it combines luxury, technology, and raw power in one stunning package.",3.4 seconds,V10,Convertible,1.542 tonnes,Aluminum and carbon fiber,5.2L,602 hp,"The Lamborghini Huracán Spyder, introduced in 2015, was the open-top variant of the Huracán Coupé, offering the same exhilarating performance with the added thrill of convertible driving. The car was powered by a 5.2L V10 engine producing 602 hp, and it featured the same advanced technology and design as the coupé, including the all-wheel-drive system and the dual-clutch transmission. The Huracán Spyder's design was sleek and aerodynamic, with a lightweight soft-top that could be raised or lowered in just 17 seconds, even at speeds of up to 50 km/h. The car's performance was on par with the coupé, with a 0-100 km/h time of just 3.4 seconds and a top speed of over 320 km/h. The Huracán Spyder was praised for its combination of supercar performance, luxury, and the excitement of open-air driving, making it a favorite among Lamborghini's lineup.",2015_lamborghini_huracan_spyder.jpg
